"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"1-4 years"	"1-4"	"2006"	"2006"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	43	126322	34.0
	"1-4 years"	"1-4"	"2006"	"2006"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	84	424290	19.8
	"1-4 years"	"1-4"	"2006"	"2006"	"Female"	"F"	"Black or African American"	"2054-5"	511	1241597	41.2
	"1-4 years"	"1-4"	"2006"	"2006"	"Female"	"F"	"White"	"2106-3"	1452	5982883	24.3
	"1-4 years"	"1-4"	"2006"	"2006"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	51	129271	39.5
	"1-4 years"	"1-4"	"2006"	"2006"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	76	436949	17.4
	"1-4 years"	"1-4"	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	633	1283747	49.3
	"1-4 years"	"1-4"	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	1781	6272086	28.4
	"1-4 years"	"1-4"	"2007"	"2007"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	40	131969	30.3
	"1-4 years"	"1-4"	"2007"	"2007"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	73	434981	16.8
	"1-4 years"	"1-4"	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	516	1259922	41.0
	"1-4 years"	"1-4"	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	1440	5986216	24.1
	"1-4 years"	"1-4"	"2007"	"2007"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	57	135780	42.0
	"1-4 years"	"1-4"	"2007"	"2007"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	109	448386	24.3
	"1-4 years"	"1-4"	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	621	1303696	47.6
	"1-4 years"	"1-4"	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	1847	6277015	29.4
	"1-4 years"	"1-4"	"2008"	"2008"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	50	139570	35.8
	"1-4 years"	"1-4"	"2008"	"2008"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	86	445409	19.3
	"1-4 years"	"1-4"	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	471	1296651	36.3
	"1-4 years"	"1-4"	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	1430	6009664	23.8
	"1-4 years"	"1-4"	"2008"	"2008"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	50	144414	34.6
	"1-4 years"	"1-4"	"2008"	"2008"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	77	458874	16.8
	"1-4 years"	"1-4"	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	647	1342191	48.2
	"1-4 years"	"1-4"	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	1919	6301619	30.5
	"1-4 years"	"1-4"	"2009"	"2009"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	35	149223	23.5
	"1-4 years"	"1-4"	"2009"	"2009"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	58	455934	12.7
	"1-4 years"	"1-4"	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	501	1328982	37.7
	"1-4 years"	"1-4"	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	1361	6009121	22.6
	"1-4 years"	"1-4"	"2009"	"2009"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	48	154003	31.2
	"1-4 years"	"1-4"	"2009"	"2009"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	91	470558	19.3
	"1-4 years"	"1-4"	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	576	1374554	41.9
	"1-4 years"	"1-4"	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	1780	6298556	28.3
	"1-4 years"	"1-4"	"2010"	"2010"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	38	155515	24.4
	"1-4 years"	"1-4"	"2010"	"2010"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	75	459828	16.3
	"1-4 years"	"1-4"	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	446	1343498	33.2
	"1-4 years"	"1-4"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	1297	5993217	21.6
	"1-4 years"	"1-4"	"2010"	"2010"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	55	160468	34.3
	"1-4 years"	"1-4"	"2010"	"2010"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	92	475550	19.3
	"1-4 years"	"1-4"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	595	1388288	42.9
	"1-4 years"	"1-4"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	1718	6280845	27.4
	"1-4 years"	"1-4"	"2011"	"2011"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	39	155219	25.1
	"1-4 years"	"1-4"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	55	465022	11.8
	"1-4 years"	"1-4"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	456	1349131	33.8
	"1-4 years"	"1-4"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	1291	5940359	21.7
	"1-4 years"	"1-4"	"2011"	"2011"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	46	159753	28.8
	"1-4 years"	"1-4"	"2011"	"2011"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	74	481989	15.4
	"1-4 years"	"1-4"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	596	1395989	42.7
	"1-4 years"	"1-4"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	1689	6218059	27.2
	"1-4 years"	"1-4"	"2012"	"2012"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	35	154071	22.7
	"1-4 years"	"1-4"	"2012"	"2012"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	70	474028	14.8
	"1-4 years"	"1-4"	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	443	1344076	33.0
	"1-4 years"	"1-4"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	1275	5884695	21.7
	"1-4 years"	"1-4"	"2012"	"2012"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	54	157823	34.2
	"1-4 years"	"1-4"	"2012"	"2012"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	80	492137	16.3
	"1-4 years"	"1-4"	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	578	1390625	41.6
	"1-4 years"	"1-4"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	1683	6158812	27.3
	"1-4 years"	"1-4"	"2013"	"2013"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	39	152694	25.5
	"1-4 years"	"1-4"	"2013"	"2013"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	88	479207	18.4
	"1-4 years"	"1-4"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	445	1332784	33.4
	"1-4 years"	"1-4"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	1173	5825929	20.1
	"1-4 years"	"1-4"	"2013"	"2013"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	65	156649	41.5
	"1-4 years"	"1-4"	"2013"	"2013"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	96	497078	19.3
	"1-4 years"	"1-4"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	561	1381149	40.6
	"1-4 years"	"1-4"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	1601	6100815	26.2
	"1-4 years"	"1-4"	"2014"	"2014"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	31	152033	20.4
	"1-4 years"	"1-4"	"2014"	"2014"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	61	489083	12.5
	"1-4 years"	"1-4"	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	426	1333368	31.9
	"1-4 years"	"1-4"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	1140	5816178	19.6
	"1-4 years"	"1-4"	"2014"	"2014"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	64	156092	41.0
	"1-4 years"	"1-4"	"2014"	"2014"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	73	509701	14.3
	"1-4 years"	"1-4"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	583	1382804	42.2
	"1-4 years"	"1-4"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	1452	6089274	23.8
	"1-4 years"	"1-4"	"2015"	"2015"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	40	151067	26.5
	"1-4 years"	"1-4"	"2015"	"2015"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	74	493101	15.0
	"1-4 years"	"1-4"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	428	1335601	32.0
	"1-4 years"	"1-4"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	1142	5807007	19.7
	"1-4 years"	"1-4"	"2015"	"2015"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	55	156220	35.2
	"1-4 years"	"1-4"	"2015"	"2015"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	78	516944	15.1
	"1-4 years"	"1-4"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	632	1384327	45.7
	"1-4 years"	"1-4"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	1516	6084976	24.9
	"1-4 years"	"1-4"	"2016"	"2016"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	48	151952	31.6
	"1-4 years"	"1-4"	"2016"	"2016"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	85	502776	16.9
	"1-4 years"	"1-4"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	456	1340430	34.0
	"1-4 years"	"1-4"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	1200	5805359	20.7
	"1-4 years"	"1-4"	"2016"	"2016"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	46	156395	29.4
	"1-4 years"	"1-4"	"2016"	"2016"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	85	528123	16.1
	"1-4 years"	"1-4"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	602	1387887	43.4
	"1-4 years"	"1-4"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	1523	6083970	25.0
	"1-4 years"	"1-4"	"2017"	"2017"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	42	151110	27.8
	"1-4 years"	"1-4"	"2017"	"2017"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	57	507461	11.2
	"1-4 years"	"1-4"	"2017"	"2017"	"Female"	"F"	"Black or African American"	"2054-5"	471	1344949	35.0
	"1-4 years"	"1-4"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	1078	5815227	18.5
	"1-4 years"	"1-4"	"2017"	"2017"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	37	155716	23.8
	"1-4 years"	"1-4"	"2017"	"2017"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	104	535993	19.4
	"1-4 years"	"1-4"	"2017"	"2017"	"Male"	"M"	"Black or African American"	"2054-5"	558	1390844	40.1
	"1-4 years"	"1-4"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	1533	6098265	25.1
	"1-4 years"	"1-4"	"2018"	"2018"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	23	150518	15.3
	"1-4 years"	"1-4"	"2018"	"2018"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	70	507919	13.8
	"1-4 years"	"1-4"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	424	1342093	31.6
	"1-4 years"	"1-4"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	1070	5797840	18.5
	"1-4 years"	"1-4"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	50	155074	32.2
	"1-4 years"	"1-4"	"2018"	"2018"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	96	535295	17.9
	"1-4 years"	"1-4"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	606	1388371	43.6
	"1-4 years"	"1-4"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	1491	6084957	24.5
	"1-4 years"	"1-4"	"2019"	"2019"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	47	148857	31.6
	"1-4 years"	"1-4"	"2019"	"2019"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	83	489309	17.0
	"1-4 years"	"1-4"	"2019"	"2019"	"Female"	"F"	"Black or African American"	"2054-5"	462	1318725	35.0
	"1-4 years"	"1-4"	"2019"	"2019"	"Female"	"F"	"White"	"2106-3"	1043	5762650	18.1
	"1-4 years"	"1-4"	"2019"	"2019"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	45	153667	29.3
	"1-4 years"	"1-4"	"2019"	"2019"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	90	516814	17.4
	"1-4 years"	"1-4"	"2019"	"2019"	"Male"	"M"	"Black or African American"	"2054-5"	536	1361148	39.4
	"1-4 years"	"1-4"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	1370	6042461	22.7
	"1-4 years"	"1-4"	"2020 "	"2020"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	32	163007	19.6
	"1-4 years"	"1-4"	"2020 "	"2020"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	67	554356	12.1
	"1-4 years"	"1-4"	"2020 "	"2020"	"Female"	"F"	"Black or African American"	"2054-5"	434	1349786	32.2
	"1-4 years"	"1-4"	"2020 "	"2020"	"Female"	"F"	"White"	"2106-3"	970	5546117	17.5
	"1-4 years"	"1-4"	"2020 "	"2020"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	45	168697	26.7
	"1-4 years"	"1-4"	"2020 "	"2020"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	75	588110	12.8
	"1-4 years"	"1-4"	"2020 "	"2020"	"Male"	"M"	"Black or African American"	"2054-5"	576	1392263	41.4
	"1-4 years"	"1-4"	"2020 "	"2020"	"Male"	"M"	"White"	"2106-3"	1330	5803946	22.9
	"5-9 years"	"5-9"	"1999"	"1999"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	27	144111	18.7
	"5-9 years"	"5-9"	"1999"	"1999"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	48	398930	12.0
	"5-9 years"	"5-9"	"1999"	"1999"	"Female"	"F"	"Black or African American"	"2054-5"	361	1718506	21.0
	"5-9 years"	"5-9"	"1999"	"1999"	"Female"	"F"	"White"	"2106-3"	1074	7791071	13.8
	"5-9 years"	"5-9"	"1999"	"1999"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	21	147918	14.2
	"5-9 years"	"5-9"	"1999"	"1999"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	48	420948	11.4
	"5-9 years"	"5-9"	"1999"	"1999"	"Male"	"M"	"Black or African American"	"2054-5"	519	1773681	29.3
	"5-9 years"	"5-9"	"1999"	"1999"	"Male"	"M"	"White"	"2106-3"	1376	8211295	16.8
	"5-9 years"	"5-9"	"2000"	"2000"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	22	145630	15.1
	"5-9 years"	"5-9"	"2000"	"2000"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	45	411849	10.9
	"5-9 years"	"5-9"	"2000"	"2000"	"Female"	"F"	"Black or African American"	"2054-5"	325	1707440	19.0
	"5-9 years"	"5-9"	"2000"	"2000"	"Female"	"F"	"White"	"2106-3"	1011	7761309	13.0
	"5-9 years"	"5-9"	"2000"	"2000"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	28	148889	18.8
	"5-9 years"	"5-9"	"2000"	"2000"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	43	432304	9.9
	"5-9 years"	"5-9"	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	431	1762577	24.5
	"5-9 years"	"5-9"	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	1348	8179507	16.5
	"5-9 years"	"5-9"	"2001"	"2001"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	15	142744	Unreliable
	"5-9 years"	"5-9"	"2001"	"2001"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	42	428489	9.8
	"5-9 years"	"5-9"	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	291	1663799	17.5
	"5-9 years"	"5-9"	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	1018	7609266	13.4
	"5-9 years"	"5-9"	"2001"	"2001"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	29	146805	19.8
	"5-9 years"	"5-9"	"2001"	"2001"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	57	443881	12.8
	"5-9 years"	"5-9"	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	409	1717976	23.8
	"5-9 years"	"5-9"	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	1232	8020402	15.4
	"5-9 years"	"5-9"	"2002"	"2002"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	27	141309	19.1
	"5-9 years"	"5-9"	"2002"	"2002"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	41	440656	9.3
	"5-9 years"	"5-9"	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	299	1627382	18.4
	"5-9 years"	"5-9"	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	949	7490388	12.7
	"5-9 years"	"5-9"	"2002"	"2002"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	21	145829	14.4
	"5-9 years"	"5-9"	"2002"	"2002"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	60	451561	13.3
	"5-9 years"	"5-9"	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	402	1682240	23.9
	"5-9 years"	"5-9"	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	1219	7893052	15.4
	"5-9 years"	"5-9"	"2003"	"2003"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	25	141345	17.7
	"5-9 years"	"5-9"	"2003"	"2003"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	45	451036	10.0
	"5-9 years"	"5-9"	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	282	1595563	17.7
	"5-9 years"	"5-9"	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	906	7393303	12.3
	"5-9 years"	"5-9"	"2003"	"2003"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	30	146421	20.5
	"5-9 years"	"5-9"	"2003"	"2003"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	50	458273	10.9
	"5-9 years"	"5-9"	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	355	1648461	21.5
	"5-9 years"	"5-9"	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	1205	7786449	15.5
	"5-9 years"	"5-9"	"2004"	"2004"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	25	143029	17.5
	"5-9 years"	"5-9"	"2004"	"2004"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	40	461462	8.7
	"5-9 years"	"5-9"	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	313	1570808	19.9
	"5-9 years"	"5-9"	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	865	7327932	11.8
	"5-9 years"	"5-9"	"2004"	"2004"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	28	148552	18.8
	"5-9 years"	"5-9"	"2004"	"2004"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	67	463744	14.4
	"5-9 years"	"5-9"	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	372	1623808	22.9
	"5-9 years"	"5-9"	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	1178	7714902	15.3
	"5-9 years"	"5-9"	"2005"	"2005"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	19	146923	Unreliable
	"5-9 years"	"5-9"	"2005"	"2005"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	51	474039	10.8
	"5-9 years"	"5-9"	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	302	1559949	19.4
	"5-9 years"	"5-9"	"2005"	"2005"	"Female"	"F"	"White"	"2106-3"	909	7292989	12.5
	"5-9 years"	"5-9"	"2005"	"2005"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	27	152556	17.7
	"5-9 years"	"5-9"	"2005"	"2005"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	59	474958	12.4
	"5-9 years"	"5-9"	"2005"	"2005"	"Male"	"M"	"Black or African American"	"2054-5"	361	1612244	22.4
	"5-9 years"	"5-9"	"2005"	"2005"	"Male"	"M"	"White"	"2106-3"	1109	7675409	14.4
	"5-9 years"	"5-9"	"2006"	"2006"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	19	152769	Unreliable
	"5-9 years"	"5-9"	"2006"	"2006"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	53	493394	10.7
	"5-9 years"	"5-9"	"2006"	"2006"	"Female"	"F"	"Black or African American"	"2054-5"	262	1572546	16.7
	"5-9 years"	"5-9"	"2006"	"2006"	"Female"	"F"	"White"	"2106-3"	850	7336464	11.6
	"5-9 years"	"5-9"	"2006"	"2006"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	20	158141	12.6
	"5-9 years"	"5-9"	"2006"	"2006"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	51	494593	10.3
	"5-9 years"	"5-9"	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	369	1624718	22.7
	"5-9 years"	"5-9"	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	1111	7712063	14.4
	"5-9 years"	"5-9"	"2007"	"2007"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	15	159551	Unreliable
	"5-9 years"	"5-9"	"2007"	"2007"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	42	512269	8.2
	"5-9 years"	"5-9"	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	246	1582720	15.5
	"5-9 years"	"5-9"	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	889	7386143	12.0
	"5-9 years"	"5-9"	"2007"	"2007"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	25	165027	15.1
	"5-9 years"	"5-9"	"2007"	"2007"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	51	513469	9.9
	"5-9 years"	"5-9"	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	331	1634478	20.3
	"5-9 years"	"5-9"	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	1112	7760954	14.3
	"5-9 years"	"5-9"	"2008"	"2008"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	19	168440	Unreliable
	"5-9 years"	"5-9"	"2008"	"2008"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	50	535811	9.3
	"5-9 years"	"5-9"	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	229	1589295	14.4
	"5-9 years"	"5-9"	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	808	7454942	10.8
	"5-9 years"	"5-9"	"2008"	"2008"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	21	173380	12.1
	"5-9 years"	"5-9"	"2008"	"2008"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	49	537769	9.1
	"5-9 years"	"5-9"	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	347	1641641	21.1
	"5-9 years"	"5-9"	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	979	7828324	12.5
	"5-9 years"	"5-9"	"2009"	"2009"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	31	177914	17.4
	"5-9 years"	"5-9"	"2009"	"2009"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	66	561323	11.8
	"5-9 years"	"5-9"	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	254	1604711	15.8
	"5-9 years"	"5-9"	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	774	7530796	10.3
	"5-9 years"	"5-9"	"2009"	"2009"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	21	182844	11.5
	"5-9 years"	"5-9"	"2009"	"2009"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	56	563752	9.9
	"5-9 years"	"5-9"	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	328	1658293	19.8
	"5-9 years"	"5-9"	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	993	7902866	12.6
	"5-9 years"	"5-9"	"2010"	"2010"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	17	186641	Unreliable
	"5-9 years"	"5-9"	"2010"	"2010"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	43	581207	7.4
	"5-9 years"	"5-9"	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	211	1620764	13.0
	"5-9 years"	"5-9"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	734	7570407	9.7
	"5-9 years"	"5-9"	"2010"	"2010"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	29	191263	15.2
	"5-9 years"	"5-9"	"2010"	"2010"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	56	583264	9.6
	"5-9 years"	"5-9"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	283	1676649	16.9
	"5-9 years"	"5-9"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	957	7938462	12.1
	"5-9 years"	"5-9"	"2011"	"2011"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	22	188191	11.7
	"5-9 years"	"5-9"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	44	588950	7.5
	"5-9 years"	"5-9"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	239	1621111	14.7
	"5-9 years"	"5-9"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	766	7551757	10.1
	"5-9 years"	"5-9"	"2011"	"2011"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	16	193110	Unreliable
	"5-9 years"	"5-9"	"2011"	"2011"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	51	594719	8.6
	"5-9 years"	"5-9"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	304	1675485	18.1
	"5-9 years"	"5-9"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	1009	7920873	12.7
	"5-9 years"	"5-9"	"2012"	"2012"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	16	190646	Unreliable
	"5-9 years"	"5-9"	"2012"	"2012"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	43	603930	7.1
	"5-9 years"	"5-9"	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	229	1643748	13.9
	"5-9 years"	"5-9"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	726	7578019	9.6
